Token Similarity,AST Similarity,Data Flow Similarity,Runtime Similarity,Clone Type
54,16,89,38,Type-3
46,55,64,80,Type-3
32,20,50,61,Type-3
92,32,76,97,Type-3
2,87,40,71,Type-3
68,54,75,35,Type-3
58,79,85,59,Type-3
77,2,15,97,Type-3
99,86,75,29,Type-3
91,54,40,40,Type-3
95,17,61,19,Type-3
17,9,88,13,Type-3
76,31,39,71,Type-3
65,76,49,82,Type-3
24,82,44,51,Type-3
19,31,90,18,Type-3
70,38,72,28,Type-3
74,76,95,46,Type-3
68,8,49,48,Type-3
28,11,43,22,Type-3
17,5,42,19,Type-3
71,57,70,99,Type-3
26,83,12,30,Type-3
41,83,15,17,Type-3
65,43,91,69,Type-3
98,55,25,1,Type-3
25,7,84,10,Type-3
22,57,85,12,Type-3
4,72,38,83,Type-3
79,59,82,91,Type-3
10,3,76,31,Type-3
18,20,59,45,Type-3
79,7,26,99,Type-3
95,55,50,21,Type-3
11,34,69,22,Type-3
1,20,50,10,Type-3
42,25,85,3,Type-3
21,49,55,75,Type-3
25,5,90,66,Type-3
32,4,73,100,Type-3
23,25,0,95,Type-3
68,26,62,37,Type-3
20,55,13,33,Type-3
45,62,19,62,Type-3
17,81,47,56,Type-3
4,59,67,92,Type-3
7,36,82,30,Type-3
84,20,52,39,Type-3
56,52,91,0,Type-3
4,52,56,24,Type-3
12,79,31,71,Type-3
82,32,63,83,Type-3
92,1,14,61,Type-3
65,91,84,67,Type-3
36,45,69,48,Type-3
89,54,6,16,Type-3
28,52,19,74,Type-3
68,67,86,79,Type-3
31,49,86,71,Type-3
47,42,15,6,Type-3
1,19,89,34,Type-3
68,21,55,72,Type-3
96,52,77,40,Type-3
50,82,86,26,Type-3
34,93,75,0,Type-3
82,34,21,30,Type-3
14,44,70,67,Type-3
98,4,45,13,Type-3
71,3,9,24,Type-3
64,14,85,41,Type-3
37,87,92,37,Type-3
85,96,21,35,Type-3
16,73,31,10,Type-3
79,98,61,95,Type-3
44,100,98,52,Type-3
0,95,57,74,Type-3
2,79,16,90,Type-3
69,76,60,16,Type-3
51,80,65,88,Type-3
52,68,79,0,Type-3
2,44,54,74,Type-3
93,71,83,16,Type-3
46,46,40,89,Type-3
74,89,45,15,Type-3
90,11,48,63,Type-3
85,37,6,44,Type-3
5,38,64,35,Type-3
45,88,85,32,Type-3
94,44,9,94,Type-3
60,49,86,67,Type-3
42,34,47,50,Type-3
55,60,48,46,Type-3
69,4,80,91,Type-3
19,76,4,61,Type-3
46,44,57,81,Type-3
53,37,31,41,Type-3
40,29,18,65,Type-3
74,12,1,100,Type-3
65,14,74,100,Type-3
30,82,30,66,Type-3
63,37,8,98,Type-3
89,95,96,95,Type-3
90,98,67,4,Type-3
57,83,87,86,Type-3
54,83,91,67,Type-3
45,76,68,98,Type-3
94,89,61,73,Type-3
23,47,67,36,Type-3
76,80,57,9,Type-3
88,93,34,78,Type-3
36,3,93,1,Type-3
40,7,77,70,Type-3
24,72,86,20,Type-3
28,85,79,40,Type-3
30,11,93,77,Type-3
1,18,80,95,Type-3
11,96,38,54,Type-3
4,63,2,60,Type-3
60,3,26,88,Type-3
90,1,64,6,Type-3
55,63,7,87,Type-3
97,70,90,80,Type-3
77,2,85,30,Type-3
70,71,86,61,Type-3
36,8,92,16,Type-3
35,20,78,69,Type-3
73,84,33,97,Type-3
28,55,41,12,Type-3
79,95,28,97,Type-3
37,64,62,1,Type-3
84,85,98,80,Type-3
40,65,24,53,Type-3
32,61,47,4,Type-3
92,72,37,11,Type-3
80,58,24,51,Type-3
12,78,13,42,Type-3
5,79,50,62,Type-3
65,43,15,22,Type-3
7,73,76,15,Type-3
63,8,68,49,Type-3
95,79,9,5,Type-3
99,11,62,83,Type-3
8,41,49,62,Type-3
22,84,16,47,Type-3
70,29,48,49,Type-3
94,26,7,94,Type-3
20,57,21,77,Type-3
0,76,5,56,Type-3
45,54,33,61,Type-3
61,91,73,28,Type-3
1,55,4,57,Type-3
74,22,19,33,Type-3
100,26,91,93,Type-3
81,85,13,61,Type-3
43,52,89,100,Type-3
87,12,33,3,Type-3
82,40,93,23,Type-3
4,94,39,65,Type-3
92,87,57,74,Type-3
38,16,35,26,Type-3
65,78,13,71,Type-3
80,39,52,22,Type-3
44,61,54,79,Type-3
74,15,67,42,Type-3
100,6,43,32,Type-3
12,48,34,39,Type-3
92,60,99,41,Type-3
31,77,27,42,Type-3
42,98,3,46,Type-3
7,86,85,54,Type-3
73,9,37,28,Type-3
88,64,34,35,Type-3
58,74,69,71,Type-3
10,40,72,51,Type-3
27,3,72,84,Type-3
96,36,86,88,Type-3
38,18,32,15,Type-3
25,42,68,13,Type-3
71,37,14,39,Type-3
25,86,34,85,Type-3
31,23,7,54,Type-3
45,76,51,0,Type-3
27,95,85,24,Type-3
6,64,48,61,Type-3
34,85,45,26,Type-3
65,48,56,70,Type-3
21,95,59,79,Type-3
21,47,23,17,Type-3
2,12,45,67,Type-3
45,99,48,58,Type-3
49,46,12,17,Type-3
7,20,63,16,Type-3
3,79,76,58,Type-3
14,8,32,99,Type-3
43,67,47,49,Type-3
38,88,84,63,Type-3
75,79,12,68,Type-3
28,73,44,94,Type-3
72,73,7,97,Type-3
61,94,6,84,Type-3
83,24,12,4,Type-3
33,72,50,51,Type-3
25,27,45,66,Type-3
84,77,50,22,Type-3
86,4,49,93,Type-3
17,73,0,62,Type-3
62,37,91,0,Type-3
51,27,35,99,Type-3
53,73,45,44,Type-3
87,32,34,94,Type-3
41,47,84,63,Type-3
92,83,65,4,Type-3
53,63,88,86,Type-3
51,94,86,80,Type-3
12,6,84,53,Type-3
31,90,16,3,Type-3
82,7,87,40,Type-3
80,13,96,95,Type-3
65,7,79,54,Type-3
81,2,16,80,Type-3
57,3,15,70,Type-3
38,19,4,49,Type-3
26,62,98,59,Type-3
77,76,8,86,Type-3
53,69,93,38,Type-3
78,3,40,14,Type-3
71,20,46,64,Type-3
72,85,57,63,Type-3
84,42,85,17,Type-3
42,50,57,69,Type-3
98,82,51,18,Type-3
51,86,53,49,Type-3
13,16,39,8,Type-3
90,3,36,49,Type-3
7,31,51,43,Type-3
34,28,15,96,Type-3
17,94,21,83,Type-3
54,84,26,11,Type-3
77,49,6,88,Type-3
51,73,37,63,Type-3
71,40,92,89,Type-3
48,36,49,20,Type-3
7,45,39,59,Type-3
36,9,45,2,Type-3
65,99,32,27,Type-3
80,91,98,90,Type-3
76,83,89,4,Type-3
77,22,58,7,Type-3
40,3,47,41,Type-3
72,57,14,70,Type-3
26,55,87,83,Type-3
19,48,2,11,Type-3
37,25,4,76,Type-3
11,42,61,60,Type-3
41,85,20,70,Type-3
85,45,48,15,Type-3
100,27,73,70,Type-3
49,8,25,45,Type-3
30,84,38,35,Type-3
76,4,60,51,Type-3
64,19,3,7,Type-3
52,40,34,62,Type-3
39,81,18,23,Type-3
72,95,68,74,Type-3
38,62,5,46,Type-3
9,88,58,19,Type-3
28,53,58,40,Type-3
39,43,14,58,Type-3
29,39,5,44,Type-3
1,3,44,54,Type-3
81,76,21,73,Type-3
27,67,3,98,Type-3
46,25,14,27,Type-3
31,0,94,47,Type-3
87,77,92,66,Type-3
77,53,63,74,Type-3
88,79,22,74,Type-3
88,33,1,39,Type-3
31,4,4,73,Type-3
26,94,53,71,Type-3
53,80,49,31,Type-3
95,88,67,94,Type-3
55,27,68,67,Type-3
30,16,95,96,Type-3
23,21,79,34,Type-3
34,83,99,22,Type-3
29,45,67,29,Type-3
96,40,58,20,Type-3
54,80,8,62,Type-3
63,45,62,50,Type-3
32,3,28,24,Type-3
45,10,1,69,Type-3
90,57,27,55,Type-3
96,38,13,94,Type-3
32,13,53,83,Type-3
67,31,57,58,Type-3
63,80,64,7,Type-3
29,26,36,80,Type-3
78,45,40,93,Type-3
28,85,53,27,Type-3
61,1,83,49,Type-3
91,62,45,44,Type-3
95,77,16,30,Type-3
99,44,15,86,Type-3
29,37,61,32,Type-3
11,2,42,92,Type-3
66,99,66,34,Type-3
14,38,73,4,Type-3
9,69,45,95,Type-3
85,86,68,12,Type-3
60,56,16,15,Type-3
22,20,8,41,Type-3
10,68,41,19,Type-3
15,60,53,20,Type-3
48,74,72,61,Type-3
79,25,85,40,Type-3
13,44,37,7,Type-3
5,100,83,89,Type-3
41,14,46,48,Type-3
16,85,52,90,Type-3
94,67,73,28,Type-3
41,44,42,44,Type-3
9,24,10,63,Type-3
45,78,12,87,Type-3
83,33,27,18,Type-3
48,4,43,12,Type-3
8,2,5,58,Type-4
78,82,16,40,Type-3
38,54,7,8,Type-3
1,60,26,62,Type-3
67,4,78,10,Type-3
51,82,81,21,Type-3
87,71,81,36,Type-3
81,84,95,53,Type-3
10,71,48,56,Type-3
36,67,18,74,Type-3
89,19,7,80,Type-3
71,35,95,79,Type-3
21,69,30,22,Type-3
51,55,50,97,Type-3
4,82,65,68,Type-3
1,5,37,34,Type-3
4,54,55,27,Type-3
98,87,99,27,Type-3
31,60,27,61,Type-3
18,4,21,15,Type-3
3,28,95,84,Type-3
86,67,13,74,Type-3
45,89,3,63,Type-3
82,57,40,11,Type-3
25,57,9,15,Type-3
49,51,62,63,Type-3
25,18,29,32,Type-3
70,17,100,42,Type-3
31,69,22,65,Type-3
96,30,68,20,Type-3
43,0,6,14,Type-3
25,5,38,16,Type-3
60,36,51,100,Type-3
87,1,58,65,Type-3
50,57,23,55,Type-3
58,36,13,2,Type-3
86,47,39,81,Type-3
37,86,0,29,Type-3
25,43,41,99,Type-3
44,43,19,76,Type-3
30,26,83,78,Type-3
69,90,98,37,Type-3
44,36,51,86,Type-3
30,87,99,92,Type-3
60,90,99,99,Type-3
47,94,11,33,Type-3
44,29,95,35,Type-3
59,87,8,34,Type-3
60,64,93,46,Type-3
51,95,31,46,Type-3
51,14,14,44,Type-3
75,23,8,65,Type-3
80,10,72,54,Type-3
61,49,3,20,Type-3
25,29,40,65,Type-3
66,17,89,20,Type-3
78,32,23,34,Type-3
48,2,28,14,Type-3
87,65,66,55,Type-3
93,10,52,44,Type-3
43,84,13,73,Type-3
35,22,9,82,Type-3
52,55,13,59,Type-3
43,64,69,29,Type-3
90,51,9,80,Type-3
21,6,5,29,Type-3
1,90,83,20,Type-3
6,80,36,0,Type-3
15,34,11,78,Type-3
87,15,55,68,Type-3
93,50,99,88,Type-3
43,52,94,89,Type-3
64,66,92,44,Type-3
90,75,26,14,Type-3
72,51,80,33,Type-3
70,85,78,63,Type-3
68,83,66,69,Type-3
60,96,27,37,Type-3
29,70,61,78,Type-3
41,54,36,30,Type-3
90,36,51,52,Type-3
73,6,17,83,Type-3
24,22,12,52,Type-3
81,0,90,11,Type-3
70,11,7,22,Type-3
56,96,69,98,Type-3
94,14,84,61,Type-3
31,57,76,29,Type-3
49,26,48,36,Type-3
74,79,86,97,Type-3
9,78,5,90,Type-3
21,48,9,0,Type-3
94,62,15,78,Type-3
40,50,25,13,Type-3
46,23,32,99,Type-3
13,56,94,46,Type-3
2,44,32,69,Type-3
87,49,11,89,Type-3
77,32,59,36,Type-3
52,77,81,12,Type-3
15,74,18,92,Type-3
60,25,54,35,Type-3
27,75,65,79,Type-3
34,97,26,32,Type-3
1,100,80,11,Type-3
60,36,83,44,Type-3
55,90,52,67,Type-3
97,79,82,74,Type-3
54,11,18,23,Type-3
17,46,20,68,Type-3
70,28,27,12,Type-3
48,65,1,49,Type-3
41,5,30,90,Type-3
6,9,29,72,Type-3
3,96,60,81,Type-3
42,1,85,58,Type-3
79,81,98,32,Type-3
58,48,97,21,Type-3
48,15,21,0,Type-3
59,69,49,47,Type-3
5,78,27,40,Type-3
19,13,24,5,Type-3
30,62,79,69,Type-3
82,2,61,96,Type-3
21,40,81,93,Type-3
84,7,80,51,Type-3
81,45,45,71,Type-3
31,36,72,18,Type-3
46,82,20,92,Type-3
33,65,12,63,Type-3
26,36,70,0,Type-3
43,36,30,79,Type-3
29,2,43,6,Type-3
32,59,63,14,Type-3
26,97,46,38,Type-3
55,97,69,46,Type-3
22,36,17,10,Type-3
42,32,24,90,Type-3
82,85,85,64,Type-3
53,64,63,2,Type-3
94,44,6,0,Type-3
67,47,9,47,Type-3
52,63,47,57,Type-3
82,59,12,67,Type-3
39,18,68,52,Type-3
59,58,82,48,Type-3
85,41,66,56,Type-3
8,100,80,41,Type-3
94,14,18,50,Type-3
9,50,14,68,Type-3
9,81,98,66,Type-3
29,79,70,67,Type-3
9,34,32,78,Type-3
57,59,6,14,Type-3
35,10,30,60,Type-3
81,6,64,6,Type-3
43,29,12,72,Type-3
56,45,91,9,Type-3
42,4,79,68,Type-3
82,65,50,81,Type-3
22,44,24,77,Type-3
3,0,88,96,Type-3
11,18,88,71,Type-3
48,54,3,90,Type-3
23,46,98,51,Type-3
12,22,68,34,Type-3
67,37,6,86,Type-3
90,15,1,79,Type-3
71,13,55,74,Type-3
89,67,55,42,Type-3
33,5,39,50,Type-3
8,3,8,81,Type-4
9,68,12,82,Type-3
64,34,97,70,Type-3
71,25,88,72,Type-3
73,8,63,40,Type-3
53,48,13,41,Type-3
42,68,53,1,Type-3
58,24,88,27,Type-3
88,44,65,33,Type-3
94,81,7,63,Type-3
58,29,90,65,Type-3
66,59,77,95,Type-3
60,31,63,33,Type-3
37,98,91,60,Type-3
98,83,66,47,Type-3
7,30,5,8,Type-3
64,83,38,1,Type-3
4,90,70,86,Type-3
90,49,97,57,Type-3
89,60,15,91,Type-3
42,16,18,64,Type-3
59,50,60,92,Type-3
25,14,99,4,Type-3
10,11,82,41,Type-3
33,10,50,87,Type-3
1,71,18,61,Type-3
20,66,53,41,Type-3
25,96,91,80,Type-3
75,24,65,94,Type-3
72,37,17,67,Type-3
86,80,6,84,Type-3
4,95,76,42,Type-3
8,48,34,47,Type-3
49,21,14,59,Type-3
9,66,96,82,Type-3
57,23,50,78,Type-3
9,83,21,77,Type-3
77,61,33,96,Type-3
35,14,9,26,Type-3
73,44,29,88,Type-3
55,40,48,92,Type-3
61,5,31,6,Type-3
36,49,94,59,Type-3
40,41,79,82,Type-3
47,65,82,91,Type-3
21,96,29,80,Type-3
86,77,65,53,Type-3
79,59,93,77,Type-3
60,7,60,86,Type-3
74,81,95,46,Type-3
98,8,36,27,Type-3
47,56,87,55,Type-3
63,73,89,34,Type-3
83,26,69,69,Type-3
36,39,69,37,Type-3
40,73,82,56,Type-3
4,82,32,39,Type-3
99,27,1,19,Type-3
76,76,73,92,Type-3
51,88,14,58,Type-3
16,24,67,0,Type-3
89,9,96,38,Type-3
61,30,68,80,Type-3
51,4,47,77,Type-3
19,77,78,85,Type-3
96,78,79,38,Type-3
93,27,29,60,Type-3
15,72,35,4,Type-3
6,71,34,27,Type-3
93,12,1,7,Type-3
65,70,16,15,Type-3
11,67,38,92,Type-3
42,20,3,85,Type-3
39,16,99,92,Type-3
0,52,14,66,Type-3
57,1,29,77,Type-3
2,32,92,55,Type-3
7,33,77,13,Type-3
89,7,89,28,Type-3
74,91,21,51,Type-3
60,72,88,48,Type-3
84,49,8,58,Type-3
4,0,79,93,Type-3
25,93,39,53,Type-3
84,44,99,96,Type-3
72,31,4,31,Type-3
16,61,68,85,Type-3
100,94,53,43,Type-3
65,67,20,32,Type-3
50,35,90,25,Type-3
46,14,57,49,Type-3
39,77,57,34,Type-3
91,48,23,29,Type-3
26,17,91,41,Type-3
39,10,22,90,Type-3
0,76,71,76,Type-3
45,79,1,5,Type-3
10,14,38,64,Type-3
38,74,1,91,Type-3
17,10,42,52,Type-3
90,90,51,88,Type-3
46,54,71,13,Type-3
73,58,46,2,Type-3
99,67,48,99,Type-3
20,89,23,50,Type-3
27,62,99,93,Type-3
0,56,42,82,Type-3
13,25,1,71,Type-3
19,14,55,31,Type-3
72,76,25,6,Type-3
44,85,96,28,Type-3
60,84,42,70,Type-3
26,10,25,55,Type-3
55,57,36,57,Type-3
51,65,36,100,Type-3
67,74,76,17,Type-3
36,89,42,63,Type-3
81,40,36,52,Type-3
30,14,83,87,Type-3
48,76,64,98,Type-3
52,78,87,8,Type-3
38,55,63,82,Type-3
9,50,48,65,Type-3
8,49,19,40,Type-3
91,18,60,26,Type-3
91,43,83,63,Type-3
12,74,58,25,Type-3
17,75,67,89,Type-3
11,86,41,66,Type-3
71,0,33,36,Type-3
86,93,13,26,Type-3
4,38,52,24,Type-3
6,22,13,27,Type-3
14,88,32,81,Type-3
66,43,8,58,Type-3
17,20,69,88,Type-3
37,27,38,33,Type-3
25,10,84,52,Type-3
37,23,5,19,Type-3
58,11,49,18,Type-3
51,59,54,66,Type-3
32,66,76,8,Type-3
20,32,7,56,Type-3
16,76,14,2,Type-3
61,65,83,90,Type-3
58,41,10,27,Type-3
1,43,5,62,Type-3
63,56,53,0,Type-3
24,15,11,55,Type-3
40,83,52,24,Type-3
18,95,27,48,Type-3
37,86,67,88,Type-3
24,61,23,53,Type-3
38,9,35,28,Type-3
3,62,7,95,Type-3
2,22,67,95,Type-3
33,80,76,48,Type-3
9,49,2,79,Type-3
26,71,47,56,Type-3
89,3,47,28,Type-3
90,71,44,22,Type-3
0,22,83,35,Type-3
43,33,34,31,Type-3
83,53,72,98,Type-3
51,96,33,45,Type-3
24,13,36,9,Type-3
73,84,16,88,Type-3
64,3,39,77,Type-3
79,89,42,9,Type-3
10,81,84,60,Type-3
67,45,64,63,Type-3
98,36,57,30,Type-3
76,64,62,66,Type-3
84,61,92,33,Type-3
14,66,60,82,Type-3
56,90,38,66,Type-3
73,58,6,92,Type-3
63,79,42,58,Type-3
10,54,18,91,Type-3
95,35,90,96,Type-3
96,22,44,32,Type-3
19,31,27,99,Type-3
99,77,67,46,Type-3
29,47,11,89,Type-3
9,38,98,85,Type-3
53,10,14,4,Type-3
57,60,61,97,Type-3
78,2,59,42,Type-3
28,14,88,79,Type-3
0,7,77,36,Type-3
57,89,41,74,Type-3
20,83,92,42,Type-3
14,44,53,53,Type-3
66,49,46,66,Type-3
32,65,35,34,Type-3
37,32,29,25,Type-3
18,48,48,16,Type-3
3,16,52,78,Type-3
75,40,93,28,Type-3
88,18,71,18,Type-3
97,75,52,97,Type-3
80,10,6,80,Type-3
57,59,60,52,Type-3
69,20,95,60,Type-3
11,43,66,60,Type-3
78,90,50,40,Type-3
16,22,6,95,Type-3
0,78,70,5,Type-3
13,85,2,73,Type-3
1,12,69,95,Type-3
3,45,73,59,Type-3
65,52,13,31,Type-3
89,56,50,6,Type-3
45,54,26,99,Type-3
49,10,44,45,Type-3
59,80,20,3,Type-3
51,14,81,40,Type-3
96,39,41,0,Type-3
47,97,57,19,Type-3
38,14,34,26,Type-3
69,12,87,62,Type-3
59,28,66,35,Type-3
29,36,71,20,Type-3
85,66,53,84,Type-3
26,58,15,71,Type-3
82,47,12,92,Type-3
73,57,36,98,Type-3
54,41,14,52,Type-3
69,9,86,42,Type-3
25,15,38,5,Type-3
41,48,31,89,Type-3
66,92,32,72,Type-3
66,81,42,85,Type-3
51,99,90,24,Type-3
5,53,9,71,Type-3
9,98,11,13,Type-3
37,61,71,66,Type-3
76,65,32,75,Type-3
11,88,37,25,Type-3
45,88,33,22,Type-3
48,91,77,90,Type-3
90,100,49,92,Type-3
71,42,82,60,Type-3
62,46,42,78,Type-3
68,18,55,92,Type-3
99,16,61,90,Type-3
42,85,11,3,Type-3
93,81,63,28,Type-3
59,25,59,76,Type-3
100,78,47,25,Type-3
28,60,100,28,Type-3
85,28,46,14,Type-3
77,61,17,62,Type-3
73,70,5,12,Type-3
10,81,4,28,Type-3
34,74,34,65,Type-3
22,7,92,95,Type-3
71,51,99,54,Type-3
20,60,79,84,Type-3
36,39,90,42,Type-3
27,24,19,39,Type-3
94,77,51,41,Type-3
57,97,47,82,Type-3
52,9,23,32,Type-3
27,79,70,28,Type-3
41,51,13,74,Type-3
90,28,67,62,Type-3
84,57,16,32,Type-3
72,50,96,9,Type-3
92,69,87,8,Type-3
60,7,76,50,Type-3
78,21,87,33,Type-3
32,43,12,69,Type-3
54,36,25,8,Type-3
36,62,9,68,Type-3
46,86,19,70,Type-3
35,2,88,3,Type-3
27,44,98,69,Type-3
9,89,13,60,Type-3
22,34,52,96,Type-3
91,37,15,29,Type-3
97,65,60,82,Type-3
4,83,39,45,Type-3
81,81,79,81,Type-3
5,40,72,23,Type-3
41,77,55,1,Type-3
46,91,87,42,Type-3
86,93,19,23,Type-3
27,15,92,68,Type-3
12,49,99,39,Type-3
24,35,32,96,Type-3
6,46,15,54,Type-3
65,60,50,42,Type-3
79,81,36,61,Type-3
57,70,10,42,Type-3
65,10,59,39,Type-3
35,14,60,31,Type-3
1,45,39,94,Type-3
37,75,59,28,Type-3
73,62,41,65,Type-3
13,88,78,91,Type-3
26,65,3,71,Type-3
14,10,89,65,Type-3
84,32,40,2,Type-3
11,11,88,89,Type-3
42,3,21,58,Type-3
96,50,65,93,Type-3
56,83,79,27,Type-3
85,100,33,83,Type-3
47,89,48,4,Type-3
60,2,77,17,Type-3
81,60,47,12,Type-3
43,42,26,27,Type-3
51,1,58,3,Type-3
61,71,72,47,Type-3
1,88,89,67,Type-3
92,46,76,27,Type-3
70,87,21,43,Type-3
30,18,20,37,Type-3
81,95,62,73,Type-3
72,0,0,3,Type-3
71,65,34,91,Type-3
32,11,53,31,Type-3
4,42,45,2,Type-3
77,54,7,41,Type-3
57,40,49,73,Type-3
76,97,99,31,Type-3
10,62,37,66,Type-3
83,61,74,28,Type-3
22,56,66,55,Type-3
44,89,26,82,Type-3
26,19,20,14,Type-3
78,13,28,70,Type-3
93,36,49,43,Type-3
55,71,98,67,Type-3
58,62,45,0,Type-3
79,4,82,39,Type-3
39,42,59,32,Type-3
17,83,43,20,Type-3
50,70,55,18,Type-3
60,50,74,77,Type-3
22,68,86,83,Type-3
35,40,39,63,Type-3
37,86,87,87,Type-3
71,61,47,17,Type-3
55,22,85,78,Type-3
38,86,23,2,Type-3
92,16,69,2,Type-3
75,40,45,79,Type-3
81,18,48,94,Type-3
82,28,5,33,Type-3
99,3,40,9,Type-3
96,68,14,73,Type-3
68,73,67,61,Type-3
27,13,46,64,Type-3
89,36,12,53,Type-3
20,41,71,25,Type-3
61,55,79,20,Type-3
22,98,94,99,Type-3
20,3,47,22,Type-3
74,5,57,33,Type-3
15,10,25,46,Type-3
61,86,32,47,Type-3
96,19,35,100,Type-3
90,81,74,82,Type-3
64,13,53,77,Type-3
79,0,50,95,Type-3
4,62,60,17,Type-3
45,86,42,1,Type-3
63,94,24,90,Type-3
81,13,83,71,Type-3
40,70,28,78,Type-3
97,48,54,92,Type-3
43,5,49,93,Type-3
88,47,60,96,Type-3
97,60,15,70,Type-3
14,22,7,86,Type-3
67,39,10,96,Type-3
50,76,5,89,Type-3
53,56,39,73,Type-3
67,21,31,29,Type-3
88,17,70,94,Type-3
76,32,35,40,Type-3
41,74,22,21,Type-3
45,6,46,38,Type-3
24,39,26,22,Type-3
66,92,25,55,Type-3
34,64,50,25,Type-3
72,38,54,76,Type-3
77,61,58,88,Type-3
21,48,79,19,Type-3
8,88,53,13,Type-3
23,33,7,53,Type-3
22,89,92,6,Type-3
60,58,38,0,Type-3
36,78,23,3,Type-3
44,28,19,25,Type-3
14,24,90,29,Type-3
56,59,84,98,Type-3
99,69,70,30,Type-3
13,26,62,81,Type-3
51,67,50,19,Type-3
83,67,84,93,Type-3
35,42,49,55,Type-3
26,36,66,90,Type-3
16,49,42,22,Type-3
89,27,59,20,Type-3
40,35,47,74,Type-3
3,84,19,99,Type-3
2,66,77,52,Type-3
18,59,37,0,Type-3
40,16,84,0,Type-3
39,94,10,53,Type-3
57,61,64,64,Type-3
38,88,79,54,Type-3
6,97,11,78,Type-3
35,46,75,95,Type-3
82,48,73,42,Type-3
75,87,74,41,Type-3
19,97,35,5,Type-3
75,22,37,80,Type-3
28,75,95,60,Type-3
93,87,92,83,Type-3
83,80,53,8,Type-3
67,68,24,95,Type-3
65,73,21,89,Type-3
46,60,15,25,Type-3
93,78,67,55,Type-3
22,77,48,76,Type-3
5,38,80,1,Type-3
17,79,56,92,Type-3
52,22,40,12,Type-3
21,48,80,96,Type-3
100,63,94,89,Type-3
67,22,63,68,Type-3
74,15,7,68,Type-3
34,32,54,52,Type-3
74,50,41,10,Type-3
97,49,50,74,Type-3
8,79,12,49,Type-3
30,65,26,100,Type-3
95,29,39,4,Type-3
42,97,23,57,Type-3
98,34,95,19,Type-3
74,58,80,6,Type-3
16,26,92,87,Type-3
50,35,77,92,Type-3
99,29,29,17,Type-3
65,53,100,83,Type-3
23,35,36,27,Type-3
14,60,41,9,Type-3
27,32,25,34,Type-3
2,64,71,25,Type-3
28,96,79,55,Type-3
51,1,1,98,Type-3
53,11,41,4,Type-3
57,78,88,55,Type-3
44,70,74,16,Type-3
76,2,43,63,Type-3
49,6,11,49,Type-3
21,44,23,97,Type-3
51,6,20,69,Type-3
52,59,17,5,Type-3
30,15,76,36,Type-3
70,60,43,72,Type-3
47,58,47,0,Type-3
89,95,95,20,Type-3
30,27,80,20,Type-3
3,66,44,5,Type-3
34,35,66,7,Type-3
96,47,26,49,Type-3
66,23,95,24,Type-3
63,61,87,76,Type-3
82,21,19,9,Type-3
8,69,95,90,Type-3
45,72,83,81,Type-3
82,99,94,87,Type-3
55,75,55,17,Type-3
55,14,12,47,Type-3
82,69,76,52,Type-3
25,45,70,37,Type-3
59,56,68,99,Type-3
76,14,39,1,Type-3
85,75,6,79,Type-3
71,13,85,64,Type-3
87,65,17,76,Type-3
89,81,83,41,Type-3
47,61,54,41,Type-3
57,26,47,78,Type-3
62,43,76,31,Type-3
57,80,22,15,Type-3
2,43,71,21,Type-3
6,24,91,92,Type-3
51,42,9,58,Type-3
61,69,31,14,Type-3
1,61,57,89,Type-3
32,61,83,75,Type-3
11,99,58,30,Type-3
47,24,80,11,Type-3
75,100,51,19,Type-3
52,15,84,43,Type-3
73,7,56,65,Type-3
40,27,22,49,Type-3
90,70,21,45,Type-3
81,91,41,81,Type-3
57,94,33,63,Type-3
67,57,40,55,Type-3
22,29,96,69,Type-3
84,2,44,8,Type-3
35,44,12,2,Type-3
93,58,35,60,Type-3
84,68,29,95,Type-3
86,98,20,17,Type-3
20,55,3,36,Type-3
71,3,53,56,Type-3
54,24,84,5,Type-3
55,72,9,0,Type-3
12,46,93,91,Type-3
21,40,35,13,Type-3
6,96,58,59,Type-3
23,4,5,57,Type-3
60,38,84,91,Type-3
4,69,99,18,Type-3
49,71,38,82,Type-3
61,26,63,19,Type-3
54,98,51,16,Type-3
25,23,27,22,Type-3
9,50,3,66,Type-3
10,98,83,1,Type-3
39,26,13,32,Type-3
10,39,61,58,Type-3
93,95,30,73,Type-3
3,14,20,87,Type-3
1,45,7,68,Type-3
76,71,74,30,Type-3
38,30,93,55,Type-3
80,71,52,78,Type-3
22,38,26,73,Type-3
44,93,85,21,Type-3
73,87,43,73,Type-3
76,37,11,28,Type-3
41,1,99,17,Type-3
41,31,33,14,Type-3
28,47,78,13,Type-3
15,54,71,82,Type-3
66,70,70,95,Type-3
99,96,6,30,Type-3
59,86,46,100,Type-3
3,92,13,99,Type-3
99,45,92,90,Type-3
15,31,78,0,Type-3
40,44,19,26,Type-3
5,48,74,12,Type-3
41,92,57,66,Type-3
56,11,11,17,Type-3
27,37,48,76,Type-3
99,1,85,99,Type-3
22,70,36,55,Type-3
75,39,87,57,Type-3
41,61,68,45,Type-3
94,7,62,86,Type-3
11,18,90,21,Type-3
95,61,56,74,Type-3
88,53,29,27,Type-3
63,36,75,60,Type-3
57,72,2,22,Type-3
50,14,16,9,Type-3
28,24,50,60,Type-3
18,63,40,0,Type-3
85,11,21,24,Type-3
87,66,31,56,Type-3
96,74,11,40,Type-3
99,95,19,60,Type-3
44,87,56,17,Type-3
53,8,76,26,Type-3
79,20,98,20,Type-3
